source,metric,identity,metric_class,semantic_role,purpose,quality_definedness,current_named_use,normative_destinations,forbidden_use,review_note,normative_status,baseline_commit
morphology,concentration:bid,morphology/concentration:bid,structural_metric,CONTEXT_INPUT,Herfindahl concentration of normalized bid-side depth weights.,Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
morphology,concentration:ask,morphology/concentration:ask,structural_metric,CONTEXT_INPUT,Herfindahl concentration of normalized ask-side depth weights.,Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
morphology,entropy:bid,morphology/entropy:bid,structural_metric,CONTEXT_INPUT,Shannon entropy of normalized bid-side depth weights; spread of displayed size across levels.,Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
morphology,entropy:ask,morphology/entropy:ask,structural_metric,CONTEXT_INPUT,Shannon entropy of normalized ask-side depth weights; spread of displayed size across levels.,Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
morphology,morphology_change,morphology/morphology_change,structural_metric,CONTEXT_INPUT,"Distributional distance between current and prior normalized whole-book shape; structural change magnitude, not direction or intent.",Current shape facts are stateless once a valid two-sided book exists; morphology_change additionally requires a prior comparable shape. SNR is not intrinsic.,,advisor:morphology (intended); Historical context; Coordination context; Hindsight,Do not infer manipulation/synthetic liquidity from unusual geometry alone.,,KEEP_NEEDS_COMPOSITION,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,trade_price,pumpdump/trade_price,direct_or_derived_measurement,ACTIVITY_STATE,Execution price of the current trade.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,trade_quantity,pumpdump/trade_quantity,direct_or_derived_measurement,ACTIVITY_STATE,Base quantity of the current trade.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,trade_notional,pumpdump/trade_notional,direct_or_derived_measurement,ACTIVITY_STATE,Economic quote notional of the current trade.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,trade_interval_seconds,pumpdump/trade_interval_seconds,derived_measurement,ACTIVITY_STATE,Elapsed time since the prior trade; direct event-cadence fact.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,Category:OrganicTrend,Category(current; review semantics); Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,volume_bar_target_quantity,pumpdump/volume_bar_target_quantity,direct_or_derived_measurement,ACTIVITY_STATE,Data-derived base-quantity target that closes the volume-clock observation bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,volume_bar_quantity,pumpdump/volume_bar_quantity,direct_or_derived_measurement,ACTIVITY_STATE,Base quantity accumulated in the completed volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,"Category:VerticalIgnition,CoiledCompression",Category(current; review semantics); Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,volume_bar_notional,pumpdump/volume_bar_notional,direct_or_derived_measurement,ACTIVITY_STATE,Economic notional accumulated in the completed volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,volume_bar_trade_count,pumpdump/volume_bar_trade_count,direct_or_derived_measurement,ACTIVITY_STATE,Execution count accumulated in the completed volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,volume_bar_duration,pumpdump/volume_bar_duration,derived_dimensionless,ACTIVITY_STATE,Event-time duration required to complete the volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,volume_rate,pumpdump/volume_rate,temporal_dynamic_or_rate,ACTIVITY_STATE,Completed base quantity per second over the volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,Category:VerticalIgnition,Category(current; review semantics); Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,notional_rate,pumpdump/notional_rate,temporal_dynamic_or_rate,ACTIVITY_STATE,Completed economic throughput per second over the volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,trade_rate,pumpdump/trade_rate,temporal_dynamic_or_rate,ACTIVITY_STATE,Completed execution count per second over the volume-clock bar.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,notional_rate_velocity,pumpdump/notional_rate_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `notional_rate_velocity` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,notional_rate_baseline,pumpdump/notional_rate_baseline,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `notional_rate`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Activity context; Opportunity/Valuation; Historical context,"Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
pumpdump,notional_rate_ratio,pumpdump/notional_rate_ratio,derived_dimensionless,ACTIVITY_STATE,Scale-free ratio form of the underlying `notional_rate_ratio` quantity for contextual/historical comparison.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Activity context; Opportunity/Valuation; Historical context,Package name is legacy: do not emit or infer pump/dump/ignition/exhaustion/manipulation from activity facts alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
